VOL_ID;VOL_NAME;VOL_CAT;VOL_TYPE
1;Acatenango                           ;Confirmed Eruption  ;Stratovolcano      
2;Acatenango                           ;Confirmed Eruption  ;Stratovolcano      
3;Acatenango                           ;Confirmed Eruption  ;Stratovolcano      
4;Adatarayama                          ;Confirmed Eruption  ;Stratovolcano      
5;Adatarayama                          ;Confirmed Eruption  ;Stratovolcano      
6;Adatarayama                          ;Confirmed Eruption  ;Stratovolcano      
7;Adatarayama                          ;Uncertain Eruption  ;Stratovolcano      
8;Adwa                                 ;Uncertain Eruption  ;Stratovolcano      
9;Adwa                                 ;Uncertain Eruption  ;Stratovolcano      
10;Agrigan                              ;Confirmed Eruption  ;Stratovolcano      
11;Agua                                 ;Discredited Eruption;Stratovolcano      
12;Agua de Pau                          ;Confirmed Eruption  ;Stratovolcano      
13;Agua de Pau                          ;Confirmed Eruption  ;Stratovolcano      
14;Agung                                ;Confirmed Eruption  ;Stratovolcano      
15;Agung                                ;Confirmed Eruption  ;Stratovolcano      
16;Agung                                ;Confirmed Eruption  ;Stratovolcano      
17;Agung                                ;Confirmed Eruption  ;Stratovolcano      
18;Agung                                ;Uncertain Eruption  ;Stratovolcano      
19;Ahyi                                 ;Confirmed Eruption  ;Submarine volcano  
20;Ahyi                                 ;Confirmed Eruption  ;Submarine volcano  
21;Ahyi                                 ;Uncertain Eruption  ;Submarine volcano  
22;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
23;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
24;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
25;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
26;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
27;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
28;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
29;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
30;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
31;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
32;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
33;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
34;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
35;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
36;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
37;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
38;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
39;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
40;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
41;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
42;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
43;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
44;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
45;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
46;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
47;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
48;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
49;Aira                                 ;Confirmed Eruption  ;Stratovolcano      
50;Aira                                 ;Discredited Eruption;Stratovolcano      
51;Aira                                 ;Uncertain Eruption  ;Stratovolcano      
52;Aira                                 ;Uncertain Eruption  ;Stratovolcano      
53;Aira                                 ;Uncertain Eruption  ;Stratovolcano      
54;Aira                                 ;Uncertain Eruption  ;Stratovolcano      
55;Akademia Nauk                        ;Confirmed Eruption  ;Stratovolcanoes    
56;Akagisan                             ;Uncertain Eruption  ;Stratovolcano      
57;Akan                                 ;Confirmed Eruption  ;Caldera            
58;Akan                                 ;Confirmed Eruption  ;Caldera            
59;Akan                                 ;Confirmed Eruption  ;Caldera            
60;Akan                                 ;Confirmed Eruption  ;Caldera            
61;Akan                                 ;Confirmed Eruption  ;Caldera            
62;Akan                                 ;Confirmed Eruption  ;Caldera            
63;Akan                                 ;Confirmed Eruption  ;Caldera            
64;Akan                                 ;Confirmed Eruption  ;Caldera            
65;Akan                                 ;Confirmed Eruption  ;Caldera            
66;Akan                                 ;Confirmed Eruption  ;Caldera            
67;Akan                                 ;Confirmed Eruption  ;Caldera            
68;Akan                                 ;Confirmed Eruption  ;Caldera            
69;Akan                                 ;Confirmed Eruption  ;Caldera            
70;Akan                                 ;Confirmed Eruption  ;Caldera            
71;Akan                                 ;Confirmed Eruption  ;Caldera            
72;Akan                                 ;Confirmed Eruption  ;Caldera            
73;Akan                                 ;Confirmed Eruption  ;Caldera            
74;Akan                                 ;Confirmed Eruption  ;Caldera            
75;Akan                                 ;Confirmed Eruption  ;Caldera            
76;Akan                                 ;Confirmed Eruption  ;Caldera            
77;Akan                                 ;Confirmed Eruption  ;Caldera            
78;Akan                                 ;Uncertain Eruption  ;Caldera            
79;Akan                                 ;Uncertain Eruption  ;Caldera            
80;Akita-Komagatake                     ;Confirmed Eruption  ;Stratovolcano      
81;Akita-Komagatake                     ;Confirmed Eruption  ;Stratovolcano      
82;Akita-Komagatake                     ;Confirmed Eruption  ;Stratovolcano      
83;Akita-Komagatake                     ;Confirmed Eruption  ;Stratovolcano      
84;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
85;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
86;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
87;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
88;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
89;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
90;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
91;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
92;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
93;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
94;Akita-Yakeyama                       ;Confirmed Eruption  ;Complex volcano    
95;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
96;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
97;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
98;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
99;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
100;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
101;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
102;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
103;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
104;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
105;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
106;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
107;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
108;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
109;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
110;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
111;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
112;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
113;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
114;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
115;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
116;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
117;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
118;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
119;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
120;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
121;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
122;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
123;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
124;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
125;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
126;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
127;Akutan                               ;Confirmed Eruption  ;Stratovolcano      
128;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
129;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
130;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
131;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
132;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
133;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
134;Akutan                               ;Uncertain Eruption  ;Stratovolcano      
135;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
136;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
137;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
138;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
139;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
140;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
141;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
142;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
143;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
144;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
145;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
146;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
147;Alaid                                ;Confirmed Eruption  ;Stratovolcano      
148;Alaid                                ;Uncertain Eruption  ;Stratovolcano      
149;Alaid                                ;Uncertain Eruption  ;Stratovolcano      
150;Alamagan                             ;Uncertain Eruption  ;Stratovolcano      
151;Alamagan                             ;Uncertain Eruption  ;Stratovolcano      
152;Alayta                               ;Confirmed Eruption  ;Shield volcano     
153;Alayta                               ;Confirmed Eruption  ;Shield volcano     
154;Alcedo                               ;Confirmed Eruption  ;Shield volcano     
155;Alcedo                               ;Confirmed Eruption  ;Shield volcano     
156;Alcedo                               ;Discredited Eruption;Shield volcano     
157;Almolonga                            ;Confirmed Eruption  ;Stratovolcano      
158;Almolonga                            ;Confirmed Eruption  ;Stratovolcano      
159;Almolonga                            ;Discredited Eruption;Stratovolcano      
160;Almolonga                            ;Discredited Eruption;Stratovolcano      
161;Almolonga                            ;Discredited Eruption;Stratovolcano      
162;Alney-Chashakondzha                  ;Confirmed Eruption  ;Stratovolcano      
163;Alu-Dalafilla                        ;Confirmed Eruption  ;Fissure vent       
164;Amak                                 ;Confirmed Eruption  ;Stratovolcano      
165;Amak                                 ;Confirmed Eruption  ;Stratovolcano      
166;Ambae                                ;Confirmed Eruption  ;Shield volcano     
167;Ambae                                ;Confirmed Eruption  ;Shield volcano     
168;Ambae                                ;Confirmed Eruption  ;Shield volcano     
169;Ambae                                ;Confirmed Eruption  ;Shield volcano     
170;Ambae                                ;Confirmed Eruption  ;Shield volcano     
171;Ambae                                ;Confirmed Eruption  ;Shield volcano     
172;Ambae                                ;Confirmed Eruption  ;Shield volcano     
173;Ambae                                ;Uncertain Eruption  ;Shield volcano     
174;Ambalatungan Group                   ;Uncertain Eruption  ;Compound volcano   
175;Ambang                               ;Confirmed Eruption  ;Complex volcano    
176;Ambang                               ;Confirmed Eruption  ;Complex volcano    
177;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
178;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
179;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
180;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
181;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
182;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
183;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
184;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
185;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
186;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
187;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
188;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
189;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
190;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
191;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
192;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
193;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
194;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
195;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
196;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
197;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
198;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
199;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
200;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
201;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
202;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
203;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
204;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
205;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
206;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
207;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
208;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
209;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
210;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
211;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
212;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
213;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
214;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
215;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
216;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
217;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
218;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
219;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
220;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
221;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
222;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
223;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
224;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
225;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
226;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
227;Ambrym                               ;Confirmed Eruption  ;Pyroclastic shield 
228;Ambrym                               ;Uncertain Eruption  ;Pyroclastic shield 
229;Amukta                               ;Confirmed Eruption  ;Stratovolcano      
230;Amukta                               ;Confirmed Eruption  ;Stratovolcano      
231;Amukta                               ;Confirmed Eruption  ;Stratovolcano      
232;Amukta                               ;Confirmed Eruption  ;Stratovolcano      
233;Amukta                               ;Confirmed Eruption  ;Stratovolcano      
234;Amukta                               ;Confirmed Eruption  ;Stratovolcano      
235;Amukta                               ;Uncertain Eruption  ;Stratovolcano      
236;Amukta                               ;Uncertain Eruption  ;Stratovolcano      
237;Anatahan                             ;Confirmed Eruption  ;Stratovolcano      
238;Anatahan                             ;Confirmed Eruption  ;Stratovolcano      
239;Anatahan                             ;Confirmed Eruption  ;Stratovolcano      
240;Anatahan                             ;Confirmed Eruption  ;Stratovolcano      
241;Andahua-Orcopampa                    ;Uncertain Eruption  ;Lava dome          
242;Aniakchak                            ;Confirmed Eruption  ;Caldera            
243;Aniakchak                            ;Confirmed Eruption  ;Caldera            
244;Aniakchak                            ;Discredited Eruption;Caldera            
245;Aniakchak                            ;Uncertain Eruption  ;Caldera            
246;Antisana                             ;Confirmed Eruption  ;Stratovolcano      
247;Antisana                             ;Confirmed Eruption  ;Stratovolcano      
248;Antisana                             ;Uncertain Eruption  ;Stratovolcano      
249;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
250;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
251;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
252;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
253;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
254;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
255;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
256;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
257;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
258;Antuco                               ;Confirmed Eruption  ;Stratovolcano      
259;Antuco                               ;Discredited Eruption;Stratovolcano      
260;Antuco                               ;Discredited Eruption;Stratovolcano      
261;Antuco                               ;Uncertain Eruption  ;Stratovolcano      
262;Antuco                               ;Uncertain Eruption  ;Stratovolcano      
263;Antuco                               ;Uncertain Eruption  ;Stratovolcano      
264;Aogashima                            ;Confirmed Eruption  ;Stratovolcano      
265;Aogashima                            ;Confirmed Eruption  ;Stratovolcano      
266;Aogashima                            ;Confirmed Eruption  ;Stratovolcano      
267;Apaneca Range                        ;Discredited Eruption;Stratovolcano      
268;Aracar                               ;Uncertain Eruption  ;Stratovolcano      
269;Ararat                               ;Confirmed Eruption  ;Stratovolcano      
270;Ararat                               ;Uncertain Eruption  ;Stratovolcano      
271;Ardoukoba                            ;Confirmed Eruption  ;Fissure vent       
272;Arenal                               ;Confirmed Eruption  ;Stratovolcano      
273;Arenal                               ;Confirmed Eruption  ;Stratovolcano      
274;Arenal                               ;Confirmed Eruption  ;Stratovolcano      
275;Arenal                               ;Uncertain Eruption  ;Stratovolcano      
276;Arenales                             ;Confirmed Eruption  ;Stratovolcano      
277;Arjuno-Welirang                      ;Confirmed Eruption  ;Stratovolcano      
278;Arjuno-Welirang                      ;Confirmed Eruption  ;Stratovolcano      
279;Arjuno-Welirang                      ;Uncertain Eruption  ;Stratovolcano      
280;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
281;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
282;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
283;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
284;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
285;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
286;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
287;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
288;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
289;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
290;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
291;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
292;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
293;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
294;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
295;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
296;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
297;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
298;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
299;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
300;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
301;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
302;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
303;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
304;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
305;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
306;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
307;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
308;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
309;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
310;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
311;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
312;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
313;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
314;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
315;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
316;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
317;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
318;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
319;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
320;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
321;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
322;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
323;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
324;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
325;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
326;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
327;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
328;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
329;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
330;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
331;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
332;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
333;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
334;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
335;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
336;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
337;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
338;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
339;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
340;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
341;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
342;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
343;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
344;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
345;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
346;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
347;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
348;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
349;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
350;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
351;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
352;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
353;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
354;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
355;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
356;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
357;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
358;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
359;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
360;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
361;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
362;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
363;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
364;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
365;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
366;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
367;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
368;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
369;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
370;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
371;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
372;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
373;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
374;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
375;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
376;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
377;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
378;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
379;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
380;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
381;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
382;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
383;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
384;Asamayama                            ;Confirmed Eruption  ;Complex volcano    
385;Asamayama                            ;Discredited Eruption;Complex volcano    
386;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
387;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
388;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
389;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
390;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
391;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
392;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
393;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
394;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
395;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
396;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
397;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
398;Asamayama                            ;Uncertain Eruption  ;Complex volcano    
399;Ascension                            ;Confirmed Eruption  ;Stratovolcano      
400;Askja                                ;Confirmed Eruption  ;Stratovolcano      
401;Askja                                ;Confirmed Eruption  ;Stratovolcano      
402;Askja                                ;Confirmed Eruption  ;Stratovolcano      
403;Askja                                ;Confirmed Eruption  ;Stratovolcano      
404;Askja                                ;Confirmed Eruption  ;Stratovolcano      
405;Askja                                ;Confirmed Eruption  ;Stratovolcano      
406;Askja                                ;Confirmed Eruption  ;Stratovolcano      
407;Askja                                ;Confirmed Eruption  ;Stratovolcano      
408;Askja                                ;Confirmed Eruption  ;Stratovolcano      
409;Askja                                ;Confirmed Eruption  ;Stratovolcano      
410;Asosan                               ;Confirmed Eruption  ;Caldera            
411;Asosan                               ;Confirmed Eruption  ;Caldera            
412;Asosan                               ;Confirmed Eruption  ;Caldera            
413;Asosan                               ;Confirmed Eruption  ;Caldera            
414;Asosan                               ;Confirmed Eruption  ;Caldera            
415;Asosan                               ;Confirmed Eruption  ;Caldera            
416;Asosan                               ;Confirmed Eruption  ;Caldera            
417;Asosan                               ;Confirmed Eruption  ;Caldera            
418;Asosan                               ;Confirmed Eruption  ;Caldera            
419;Asosan                               ;Confirmed Eruption  ;Caldera            
420;Asosan                               ;Confirmed Eruption  ;Caldera            
421;Asosan                               ;Confirmed Eruption  ;Caldera            
422;Asosan                               ;Confirmed Eruption  ;Caldera            
423;Asosan                               ;Confirmed Eruption  ;Caldera            
424;Asosan                               ;Confirmed Eruption  ;Caldera            
425;Asosan                               ;Confirmed Eruption  ;Caldera            
426;Asosan                               ;Confirmed Eruption  ;Caldera            
427;Asosan                               ;Confirmed Eruption  ;Caldera            
428;Asosan                               ;Confirmed Eruption  ;Caldera            
429;Asosan                               ;Confirmed Eruption  ;Caldera            
430;Asosan                               ;Confirmed Eruption  ;Caldera            
431;Asosan                               ;Confirmed Eruption  ;Caldera            
432;Asosan                               ;Confirmed Eruption  ;Caldera            
433;Asosan                               ;Confirmed Eruption  ;Caldera            
434;Asosan                               ;Confirmed Eruption  ;Caldera            
435;Asosan                               ;Confirmed Eruption  ;Caldera            
436;Asosan                               ;Confirmed Eruption  ;Caldera            
437;Asosan                               ;Confirmed Eruption  ;Caldera            
438;Asosan                               ;Confirmed Eruption  ;Caldera            
439;Asosan                               ;Confirmed Eruption  ;Caldera            
440;Asosan                               ;Confirmed Eruption  ;Caldera            
441;Asosan                               ;Confirmed Eruption  ;Caldera            
442;Asosan                               ;Confirmed Eruption  ;Caldera            
443;Asosan                               ;Confirmed Eruption  ;Caldera            
444;Asosan                               ;Confirmed Eruption  ;Caldera            
445;Asosan                               ;Confirmed Eruption  ;Caldera            
446;Asosan                               ;Confirmed Eruption  ;Caldera            
447;Asosan                               ;Confirmed Eruption  ;Caldera            
448;Asosan                               ;Confirmed Eruption  ;Caldera            
