VOL_ID;VOL_NAME;VOL_CAT;VOL_TYPE
561;Augustine                            ;Confirmed Eruption  ;Lava dome          
562;Augustine                            ;Confirmed Eruption  ;Lava dome          
563;Augustine                            ;Confirmed Eruption  ;Lava dome          
564;Augustine                            ;Confirmed Eruption  ;Lava dome          
565;Augustine                            ;Confirmed Eruption  ;Lava dome          
566;Augustine                            ;Confirmed Eruption  ;Lava dome          
567;Augustine                            ;Discredited Eruption;Lava dome          
568;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
569;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
570;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
571;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
572;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
573;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
574;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
575;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
576;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
577;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
578;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
579;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
580;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
581;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
582;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
583;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
584;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
585;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
586;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
587;Avachinsky                           ;Confirmed Eruption  ;Stratovolcano      
588;Avachinsky                           ;Uncertain Eruption  ;Stratovolcano      
589;Avachinsky                           ;Uncertain Eruption  ;Stratovolcano      
590;Avachinsky                           ;Uncertain Eruption  ;Stratovolcano      
591;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
592;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
593;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
594;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
595;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
596;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
597;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
598;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
599;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
600;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
601;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
602;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
603;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
604;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
605;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
606;Awu                                  ;Confirmed Eruption  ;Stratovolcano      
607;Awu                                  ;Uncertain Eruption  ;Stratovolcano      
608;Awu                                  ;Uncertain Eruption  ;Stratovolcano      
609;Awu                                  ;Uncertain Eruption  ;Stratovolcano      
610;Axial Seamount                       ;Confirmed Eruption  ;Submarine volcano  
611;Axial Seamount                       ;Confirmed Eruption  ;Submarine volcano  
612;Axial Seamount                       ;Confirmed Eruption  ;Submarine volcano  
613;Axial Seamount                       ;Confirmed Eruption  ;Submarine volcano  
614;Axial Seamount                       ;Confirmed Eruption  ;Submarine volcano  
615;Ayelu                                ;Uncertain Eruption  ;Stratovolcano      
616;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
617;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
618;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
619;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
620;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
621;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
622;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
623;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
624;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
625;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
626;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
627;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
628;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
629;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
630;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
631;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
632;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
633;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
634;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
635;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
636;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
637;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
638;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
639;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
640;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
641;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
642;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
643;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
644;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
645;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
646;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
647;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
648;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
649;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
650;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
651;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
652;Azul, Cerro                          ;Confirmed Eruption  ;Stratovolcano      
653;Azul, Cerro                          ;Confirmed Eruption  ;Shield volcano     
654;Azul, Cerro                          ;Uncertain Eruption  ;Stratovolcano      
655;Azul, Cerro                          ;Uncertain Eruption  ;Shield volcano     
656;Azul, Cerro                          ;Uncertain Eruption  ;Stratovolcano      
657;Azul, Cerro                          ;Uncertain Eruption  ;Shield volcano     
658;Azul, Cerro                          ;Uncertain Eruption  ;Stratovolcano      
659;Azul, Cerro                          ;Uncertain Eruption  ;Shield volcano     
660;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
661;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
662;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
663;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
664;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
665;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
666;Azumayama                            ;Confirmed Eruption  ;Stratovolcano      
667;Azumayama                            ;Uncertain Eruption  ;Stratovolcano      
668;Azumayama                            ;Uncertain Eruption  ;Stratovolcano      
669;Azumayama                            ;Uncertain Eruption  ;Stratovolcano      
670;Azumayama                            ;Uncertain Eruption  ;Stratovolcano      
671;Azumayama                            ;Uncertain Eruption  ;Stratovolcano      
672;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
673;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
674;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
675;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
676;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
677;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
678;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
679;Babuyan Claro                        ;Confirmed Eruption  ;Stratovolcano      
680;Babuyan Claro                        ;Uncertain Eruption  ;Stratovolcano      
681;Bagana                               ;Confirmed Eruption  ;Lava cone          
682;Bagana                               ;Confirmed Eruption  ;Lava cone          
683;Bagana                               ;Confirmed Eruption  ;Lava cone          
684;Bagana                               ;Confirmed Eruption  ;Lava cone          
685;Bagana                               ;Confirmed Eruption  ;Lava cone          
686;Bagana                               ;Confirmed Eruption  ;Lava cone          
687;Bagana                               ;Confirmed Eruption  ;Lava cone          
688;Bagana                               ;Confirmed Eruption  ;Lava cone          
689;Bagana                               ;Confirmed Eruption  ;Lava cone          
690;Bagana                               ;Confirmed Eruption  ;Lava cone          
691;Bagana                               ;Confirmed Eruption  ;Lava cone          
692;Bagana                               ;Confirmed Eruption  ;Lava cone          
693;Bagana                               ;Confirmed Eruption  ;Lava cone          
694;Bagana                               ;Confirmed Eruption  ;Lava cone          
695;Bagana                               ;Confirmed Eruption  ;Lava cone          
696;Bagana                               ;Confirmed Eruption  ;Lava cone          
697;Bagana                               ;Confirmed Eruption  ;Lava cone          
698;Bagana                               ;Confirmed Eruption  ;Lava cone          
699;Bagana                               ;Confirmed Eruption  ;Lava cone          
700;Bagana                               ;Confirmed Eruption  ;Lava cone          
701;Bagana                               ;Confirmed Eruption  ;Lava cone          
702;Bagana                               ;Confirmed Eruption  ;Lava cone          
703;Bagana                               ;Confirmed Eruption  ;Lava cone          
704;Bagana                               ;Confirmed Eruption  ;Lava cone          
705;Bagana                               ;Confirmed Eruption  ;Lava cone          
706;Bagana                               ;Uncertain Eruption  ;Lava cone          
707;Baker                                ;Confirmed Eruption  ;Stratovolcano      
708;Baker                                ;Confirmed Eruption  ;Stratovolcano      
709;Baker                                ;Confirmed Eruption  ;Stratovolcano      
710;Baker                                ;Confirmed Eruption  ;Stratovolcano      
711;Baker                                ;Confirmed Eruption  ;Stratovolcano      
712;Baker                                ;Confirmed Eruption  ;Stratovolcano      
713;Baker                                ;Confirmed Eruption  ;Stratovolcano      
714;Baker                                ;Confirmed Eruption  ;Stratovolcano      
715;Baker                                ;Confirmed Eruption  ;Stratovolcano      
716;Baker                                ;Uncertain Eruption  ;Stratovolcano      
717;Baker                                ;Uncertain Eruption  ;Stratovolcano      
718;Baker                                ;Uncertain Eruption  ;Stratovolcano      
719;Baker                                ;Uncertain Eruption  ;Stratovolcano      
720;Baker                                ;Uncertain Eruption  ;Stratovolcano      
721;Baker                                ;Uncertain Eruption  ;Stratovolcano      
722;Baker                                ;Uncertain Eruption  ;Stratovolcano      
723;Baker                                ;Uncertain Eruption  ;Stratovolcano      
724;Baker                                ;Uncertain Eruption  ;Stratovolcano      
725;Balbi                                ;Uncertain Eruption  ;Stratovolcano      
726;Baluan                               ;Uncertain Eruption  ;Stratovolcano      
727;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
728;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
729;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
730;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
731;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
732;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
733;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
734;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
735;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
736;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
737;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
738;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
739;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
740;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
741;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
742;Bam                                  ;Confirmed Eruption  ;Stratovolcano      
743;Bam                                  ;Discredited Eruption;Stratovolcano      
744;Bam                                  ;Discredited Eruption;Stratovolcano      
745;Bam                                  ;Discredited Eruption;Stratovolcano      
746;Bam                                  ;Discredited Eruption;Stratovolcano      
747;Bam                                  ;Discredited Eruption;Stratovolcano      
748;Bam                                  ;Discredited Eruption;Stratovolcano      
749;Bam                                  ;Uncertain Eruption  ;Stratovolcano      
750;Bam                                  ;Uncertain Eruption  ;Stratovolcano      
751;Bam                                  ;Uncertain Eruption  ;Stratovolcano      
752;Bam                                  ;Uncertain Eruption  ;Stratovolcano      
753;Bam                                  ;Uncertain Eruption  ;Stratovolcano      
754;Bamus                                ;Confirmed Eruption  ;Stratovolcano      
755;Bamus                                ;Confirmed Eruption  ;Stratovolcano      
756;Banahaw                              ;Uncertain Eruption  ;Complex volcano    
757;Banahaw                              ;Uncertain Eruption  ;Complex volcano    
758;Banahaw                              ;Uncertain Eruption  ;Complex volcano    
759;Banahaw                              ;Uncertain Eruption  ;Complex volcano    
760;Banda Api                            ;Confirmed Eruption  ;Caldera            
761;Banda Api                            ;Confirmed Eruption  ;Caldera            
762;Banda Api                            ;Confirmed Eruption  ;Caldera            
763;Banda Api                            ;Confirmed Eruption  ;Caldera            
764;Banda Api                            ;Confirmed Eruption  ;Caldera            
765;Banda Api                            ;Confirmed Eruption  ;Caldera            
766;Banda Api                            ;Confirmed Eruption  ;Caldera            
767;Banda Api                            ;Confirmed Eruption  ;Caldera            
768;Banda Api                            ;Confirmed Eruption  ;Caldera            
769;Banda Api                            ;Confirmed Eruption  ;Caldera            
770;Banda Api                            ;Confirmed Eruption  ;Caldera            
771;Banda Api                            ;Confirmed Eruption  ;Caldera            
772;Banda Api                            ;Confirmed Eruption  ;Caldera            
773;Banda Api                            ;Confirmed Eruption  ;Caldera            
774;Banda Api                            ;Confirmed Eruption  ;Caldera            
775;Banda Api                            ;Confirmed Eruption  ;Caldera            
776;Banda Api                            ;Confirmed Eruption  ;Caldera            
777;Banda Api                            ;Confirmed Eruption  ;Caldera            
778;Banda Api                            ;Confirmed Eruption  ;Caldera            
779;Banda Api                            ;Confirmed Eruption  ;Caldera            
780;Banda Api                            ;Confirmed Eruption  ;Caldera            
781;Banda Api                            ;Confirmed Eruption  ;Caldera            
782;Banda Api                            ;Confirmed Eruption  ;Caldera            
783;Banda Api                            ;Uncertain Eruption  ;Caldera            
784;Banda Api                            ;Uncertain Eruption  ;Caldera            
785;Banda Api                            ;Uncertain Eruption  ;Caldera            
786;Banda Api                            ;Uncertain Eruption  ;Caldera            
787;Bandaisan                            ;Confirmed Eruption  ;Stratovolcano      
788;Bandaisan                            ;Confirmed Eruption  ;Stratovolcano      
789;Bandaisan                            ;Confirmed Eruption  ;Stratovolcano      
790;Bandaisan                            ;Uncertain Eruption  ;Stratovolcano      
791;Bandaisan                            ;Uncertain Eruption  ;Stratovolcano      
792;Bandaisan                            ;Uncertain Eruption  ;Stratovolcano      
793;Banua Wuhu                           ;Confirmed Eruption  ;Submarine volcano  
794;Banua Wuhu                           ;Confirmed Eruption  ;Submarine volcano  
795;Banua Wuhu                           ;Confirmed Eruption  ;Submarine volcano  
796;Banua Wuhu                           ;Confirmed Eruption  ;Submarine volcano  
797;Banua Wuhu                           ;Confirmed Eruption  ;Submarine volcano  
798;Banua Wuhu                           ;Uncertain Eruption  ;Submarine volcano  
799;Barcena                              ;Confirmed Eruption  ;Cinder cone        
800;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
801;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
802;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
803;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
804;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
805;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
806;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
807;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
808;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
809;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
810;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
811;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
812;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
813;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
814;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
815;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
816;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
817;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
818;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
819;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
820;Bardarbunga                          ;Confirmed Eruption  ;Stratovolcano      
821;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
822;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
823;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
824;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
825;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
826;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
827;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
828;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
829;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
830;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
831;Bardarbunga                          ;Uncertain Eruption  ;Stratovolcano      
832;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
833;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
834;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
835;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
836;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
837;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
838;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
839;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
840;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
841;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
842;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
843;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
844;Barren Island                        ;Confirmed Eruption  ;Stratovolcano      
845;Barren Island                        ;Uncertain Eruption  ;Stratovolcano      
846;Barren Island                        ;Uncertain Eruption  ;Stratovolcano      
847;Barrier, The                         ;Confirmed Eruption  ;Shield volcano     
848;Barrier, The                         ;Confirmed Eruption  ;Shield volcano     
849;Barrier, The                         ;Confirmed Eruption  ;Shield volcano     
850;Barrier, The                         ;Confirmed Eruption  ;Shield volcano     
851;Barrier, The                         ;Confirmed Eruption  ;Shield volcano     
852;Barrier, The                         ;Confirmed Eruption  ;Shield volcano     
853;Barrier, The                         ;Uncertain Eruption  ;Shield volcano     
854;Barrier, The                         ;Uncertain Eruption  ;Shield volcano     
855;Baru                                 ;Confirmed Eruption  ;Complex volcano    
856;Barva                                ;Uncertain Eruption  ;Complex volcano    
857;Batur                                ;Confirmed Eruption  ;Caldera            
858;Batur                                ;Confirmed Eruption  ;Caldera            
859;Batur                                ;Confirmed Eruption  ;Caldera            
860;Batur                                ;Confirmed Eruption  ;Caldera            
861;Batur                                ;Confirmed Eruption  ;Caldera            
862;Batur                                ;Confirmed Eruption  ;Caldera            
863;Batur                                ;Confirmed Eruption  ;Caldera            
864;Batur                                ;Confirmed Eruption  ;Caldera            
865;Batur                                ;Confirmed Eruption  ;Caldera            
866;Batur                                ;Confirmed Eruption  ;Caldera            
867;Batur                                ;Confirmed Eruption  ;Caldera            
868;Batur                                ;Confirmed Eruption  ;Caldera            
869;Batur                                ;Confirmed Eruption  ;Caldera            
870;Batur                                ;Confirmed Eruption  ;Caldera            
871;Batur                                ;Confirmed Eruption  ;Caldera            
872;Batur                                ;Confirmed Eruption  ;Caldera            
873;Batur                                ;Confirmed Eruption  ;Caldera            
874;Batur                                ;Confirmed Eruption  ;Caldera            
875;Batur                                ;Confirmed Eruption  ;Caldera            
876;Batur                                ;Confirmed Eruption  ;Caldera            
877;Batur                                ;Confirmed Eruption  ;Caldera            
878;Batur                                ;Confirmed Eruption  ;Caldera            
879;Batur                                ;Confirmed Eruption  ;Caldera            
880;Batur                                ;Confirmed Eruption  ;Caldera            
881;Batur                                ;Confirmed Eruption  ;Caldera            
882;Batur                                ;Uncertain Eruption  ;Caldera            
883;Batur                                ;Uncertain Eruption  ;Caldera            
884;Batur                                ;Uncertain Eruption  ;Caldera            
885;Berutarubesan [Berutarube]           ;Uncertain Eruption  ;Stratovolcano      
886;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
887;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
888;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
889;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
890;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
891;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
892;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
893;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
894;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
895;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
896;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
897;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
898;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
899;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
900;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
901;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
902;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
903;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
904;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
905;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
906;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
907;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
908;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
909;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
910;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
911;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
912;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
913;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
914;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
915;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
916;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
917;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
918;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
919;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
920;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
921;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
922;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
923;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
924;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
925;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
926;Bezymianny                           ;Confirmed Eruption  ;Stratovolcano      
927;Biliran                              ;Confirmed Eruption  ;Compound volcano   
928;Billy Mitchell                       ;Confirmed Eruption  ;Pyroclastic shield 
929;Blup Blup                            ;Discredited Eruption;Stratovolcano      
930;Blup Blup                            ;Discredited Eruption;Stratovolcano      
931;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
932;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
933;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
934;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
935;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
936;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
937;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
938;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
939;Bogoslof                             ;Confirmed Eruption  ;Submarine volcano  
940;Bogoslof                             ;Uncertain Eruption  ;Submarine volcano  
941;Bogoslof                             ;Uncertain Eruption  ;Submarine volcano  
942;Bogoslof                             ;Uncertain Eruption  ;Submarine volcano  
943;Boomerang Seamount                   ;Confirmed Eruption  ;Submarine volcano  
944;Bouvet                               ;Discredited Eruption;Shield volcano     
945;Bravo, Cerro                         ;Confirmed Eruption  ;Stratovolcano      
946;Bristol Island                       ;Confirmed Eruption  ;Stratovolcano      
947;Bristol Island                       ;Confirmed Eruption  ;Stratovolcano      
948;Bristol Island                       ;Confirmed Eruption  ;Stratovolcano      
949;Bristol Island                       ;Confirmed Eruption  ;Stratovolcano      
950;Bristol Island                       ;Confirmed Eruption  ;Stratovolcano      
951;Bristol Island                       ;Confirmed Eruption  ;Stratovolcano      
952;Buckle Island                        ;Confirmed Eruption  ;Stratovolcano      
953;Buckle Island                        ;Confirmed Eruption  ;Stratovolcano      
954;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
955;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
956;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
957;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
958;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
959;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
960;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
961;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
962;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
963;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
964;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
965;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
966;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
967;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
968;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
969;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
970;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
971;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
972;Bulusan                              ;Confirmed Eruption  ;Stratovolcano      
973;Bulusan                              ;Uncertain Eruption  ;Stratovolcano      
974;Burney, Monte                        ;Confirmed Eruption  ;Stratovolcano      
975;Cabalían                             ;Confirmed Eruption  ;Stratovolcano      
976;Cagua                                ;Confirmed Eruption  ;Stratovolcano      
977;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
978;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
979;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
980;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
981;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
982;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
983;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
984;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
985;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
986;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
987;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
988;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
989;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
990;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
991;Calbuco                              ;Confirmed Eruption  ;Stratovolcano      
992;Calbuco                              ;Discredited Eruption;Stratovolcano      
993;Callaqui                             ;Confirmed Eruption  ;Stratovolcano      
994;Callaqui                             ;Confirmed Eruption  ;Stratovolcano      
995;Callaqui                             ;Discredited Eruption;Stratovolcano      
996;Callaqui                             ;Uncertain Eruption  ;Stratovolcano      
997;Callaqui                             ;Uncertain Eruption  ;Stratovolcano      
998;Callaqui                             ;Uncertain Eruption  ;Stratovolcano      
999;Callaqui                             ;Uncertain Eruption  ;Stratovolcano      
1000;Cameroon                             ;Confirmed Eruption  ;Stratovolcano      
