FAI_VOL_ID;FAI_EAR_ID;FAI_CRA_ID;FAI_COU_ID;FAI_YEA_NUMBER;FAI_MAGNITUDE;FAI_TSUNAMI;FAI_FATALITIES
4987;303;998;586;2011;6.7;0;21
5114;303;998;586;2011;6.7;0;21
2523;303;998;587;2011;6.7;0;21
4987;303;998;587;2011;6.7;0;21
5114;303;998;587;2011;6.7;0;21
2523;303;998;588;2011;6.7;0;21
4987;303;998;588;2011;6.7;0;21
5114;303;998;588;2011;6.7;0;21
2523;303;998;589;2011;6.7;0;21
4987;303;998;589;2011;6.7;0;21
5114;303;998;589;2011;6.7;0;21
2523;303;998;590;2011;6.7;0;21
4987;303;998;590;2011;6.7;0;21
5114;303;998;590;2011;6.7;0;21
2523;303;998;591;2011;6.7;0;21
4987;303;998;591;2011;6.7;0;21
5114;303;998;591;2011;6.7;0;21
2523;303;998;592;2011;6.7;0;21
4987;303;998;592;2011;6.7;0;21
5114;303;998;592;2011;6.7;0;21
2523;303;998;593;2011;6.7;0;21
4987;303;998;593;2011;6.7;0;21
5114;303;998;593;2011;6.7;0;21
2523;303;998;594;2011;6.7;0;21
4987;303;998;594;2011;6.7;0;21
5114;303;998;594;2011;6.7;0;21
2523;303;998;595;2011;6.7;0;21
4987;303;998;595;2011;6.7;0;21
5114;303;998;595;2011;6.7;0;21
2523;303;998;596;2011;6.7;0;21
4987;303;998;596;2011;6.7;0;21
5114;303;998;596;2011;6.7;0;21
2523;303;998;597;2011;6.7;0;21
4987;303;998;597;2011;6.7;0;21
5114;303;998;597;2011;6.7;0;21
2523;303;998;598;2011;6.7;0;21
4987;303;998;598;2011;6.7;0;21
5114;303;998;598;2011;6.7;0;21
2523;303;998;599;2011;6.7;0;21
4987;303;998;599;2011;6.7;0;21
5114;303;998;599;2011;6.7;0;21
2523;303;998;600;2011;6.7;0;21
4987;303;998;600;2011;6.7;0;21
5114;303;998;600;2011;6.7;0;21
2523;303;998;601;2011;6.7;0;21
4987;303;998;601;2011;6.7;0;21
5114;303;998;601;2011;6.7;0;21
2523;303;998;602;2011;6.7;0;21
4987;303;998;602;2011;6.7;0;21
5114;303;998;602;2011;6.7;0;21
2523;303;998;603;2011;6.7;0;21
4987;303;998;603;2011;6.7;0;21
5114;303;998;603;2011;6.7;0;21
2523;303;998;604;2011;6.7;0;21
4987;303;998;604;2011;6.7;0;21
5114;303;998;604;2011;6.7;0;21
2523;303;998;605;2011;6.7;0;21
4987;303;998;605;2011;6.7;0;21
5114;303;998;605;2011;6.7;0;21
2523;303;998;606;2011;6.7;0;21
4987;303;998;606;2011;6.7;0;21
5114;303;998;606;2011;6.7;0;21
2523;303;998;607;2011;6.7;0;21
4987;303;998;607;2011;6.7;0;21
5114;303;998;607;2011;6.7;0;21
2523;303;998;608;2011;6.7;0;21
4987;303;998;608;2011;6.7;0;21
5114;303;998;608;2011;6.7;0;21
2523;303;998;609;2011;6.7;0;21
4987;303;998;609;2011;6.7;0;21
5114;303;998;609;2011;6.7;0;21
2523;303;998;610;2011;6.7;0;21
4987;303;998;610;2011;6.7;0;21
5114;303;998;610;2011;6.7;0;21
2523;303;998;611;2011;6.7;0;21
4987;303;998;611;2011;6.7;0;21
5114;303;998;611;2011;6.7;0;21
2523;303;998;612;2011;6.7;0;21
4987;303;998;612;2011;6.7;0;21
5114;303;998;612;2011;6.7;0;21
2523;303;998;613;2011;6.7;0;21
4987;303;998;613;2011;6.7;0;21
5114;303;998;613;2011;6.7;0;21
2523;303;998;614;2011;6.7;0;21
4987;303;998;614;2011;6.7;0;21
5114;303;998;614;2011;6.7;0;21
2523;303;998;615;2011;6.7;0;21
4987;303;998;615;2011;6.7;0;21
5114;303;998;615;2011;6.7;0;21
2523;303;998;616;2011;6.7;0;21
4987;303;998;616;2011;6.7;0;21
5114;303;998;616;2011;6.7;0;21
2523;303;998;617;2011;6.7;0;21
4987;303;998;617;2011;6.7;0;21
5114;303;998;617;2011;6.7;0;21
2523;303;998;618;2011;6.7;0;21
4987;303;998;618;2011;6.7;0;21
5114;303;998;618;2011;6.7;0;21
2523;303;998;619;2011;6.7;0;21
4987;303;998;619;2011;6.7;0;21
5114;303;998;619;2011;6.7;0;21
2523;303;998;620;2011;6.7;0;21
4987;303;998;620;2011;6.7;0;21
5114;303;998;620;2011;6.7;0;21
2523;303;998;621;2011;6.7;0;21
4987;303;998;621;2011;6.7;0;21
5114;303;998;621;2011;6.7;0;21
2523;303;998;622;2011;6.7;0;21
4987;303;998;622;2011;6.7;0;21
5114;303;998;622;2011;6.7;0;21
2523;303;998;623;2011;6.7;0;21
4987;303;998;623;2011;6.7;0;21
5114;303;998;623;2011;6.7;0;21
2523;303;998;624;2011;6.7;0;21
4987;303;998;624;2011;6.7;0;21
5114;303;998;624;2011;6.7;0;21
2523;303;998;625;2011;6.7;0;21
4987;303;998;625;2011;6.7;0;21
5114;303;998;625;2011;6.7;0;21
2523;303;998;626;2011;6.7;0;21
4987;303;998;626;2011;6.7;0;21
5114;303;998;626;2011;6.7;0;21
2523;303;998;627;2011;6.7;0;21
4987;303;998;627;2011;6.7;0;21
5114;303;998;627;2011;6.7;0;21
2523;303;998;628;2011;6.7;0;21
4987;303;998;628;2011;6.7;0;21
5114;303;998;628;2011;6.7;0;21
2523;303;998;629;2011;6.7;0;21
4987;303;998;629;2011;6.7;0;21
5114;303;998;629;2011;6.7;0;21
2523;303;998;630;2011;6.7;0;21
4987;303;998;630;2011;6.7;0;21
5114;303;998;630;2011;6.7;0;21
2523;303;998;631;2011;6.7;0;21
4987;303;998;631;2011;6.7;0;21
5114;303;998;631;2011;6.7;0;21
2523;303;998;632;2011;6.7;0;21
4987;303;998;632;2011;6.7;0;21
5114;303;998;632;2011;6.7;0;21
2523;303;998;633;2011;6.7;0;21
4987;303;998;633;2011;6.7;0;21
5114;303;998;633;2011;6.7;0;21
2523;303;998;634;2011;6.7;0;21
4987;303;998;634;2011;6.7;0;21
5114;303;998;634;2011;6.7;0;21
2523;303;998;635;2011;6.7;0;21
4987;303;998;635;2011;6.7;0;21
5114;303;998;635;2011;6.7;0;21
2523;303;998;636;2011;6.7;0;21
4987;303;998;636;2011;6.7;0;21
5114;303;998;636;2011;6.7;0;21
2523;303;998;637;2011;6.7;0;21
4987;303;998;637;2011;6.7;0;21
5114;303;998;637;2011;6.7;0;21
2523;303;998;638;2011;6.7;0;21
4987;303;998;638;2011;6.7;0;21
5114;303;998;638;2011;6.7;0;21
2523;303;998;639;2011;6.7;0;21
4987;303;998;639;2011;6.7;0;21
5114;303;998;639;2011;6.7;0;21
2523;303;998;640;2011;6.7;0;21
4987;303;998;640;2011;6.7;0;21
5114;303;998;640;2011;6.7;0;21
2523;303;998;641;2011;6.7;0;21
4987;303;998;641;2011;6.7;0;21
5114;303;998;641;2011;6.7;0;21
2523;303;998;642;2011;6.7;0;21
4987;303;998;642;2011;6.7;0;21
5114;303;998;642;2011;6.7;0;21
2523;303;998;643;2011;6.7;0;21
4987;303;998;643;2011;6.7;0;21
5114;303;998;643;2011;6.7;0;21
2523;303;998;644;2011;6.7;0;21
4987;303;998;644;2011;6.7;0;21
5114;303;998;644;2011;6.7;0;21
2523;303;998;645;2011;6.7;0;21
4987;303;998;645;2011;6.7;0;21
5114;303;998;645;2011;6.7;0;21
2523;303;998;646;2011;6.7;0;21
4987;303;998;646;2011;6.7;0;21
5114;303;998;646;2011;6.7;0;21
2523;303;998;647;2011;6.7;0;21
4987;303;998;647;2011;6.7;0;21
5114;303;998;647;2011;6.7;0;21
2523;303;998;648;2011;6.7;0;21
4987;303;998;648;2011;6.7;0;21
5114;303;998;648;2011;6.7;0;21
2523;303;998;649;2011;6.7;0;21
4987;303;998;649;2011;6.7;0;21
5114;303;998;649;2011;6.7;0;21
2523;303;998;650;2011;6.7;0;21
4987;303;998;650;2011;6.7;0;21
5114;303;998;650;2011;6.7;0;21
2523;303;998;651;2011;6.7;0;21
4987;303;998;651;2011;6.7;0;21
5114;303;998;651;2011;6.7;0;21
2523;303;998;652;2011;6.7;0;21
4987;303;998;652;2011;6.7;0;21
5114;303;998;652;2011;6.7;0;21
2523;303;998;653;2011;6.7;0;21
4987;303;998;653;2011;6.7;0;21
5114;303;998;653;2011;6.7;0;21
2523;303;998;654;2011;6.7;0;21
4987;303;998;654;2011;6.7;0;21
5114;303;998;654;2011;6.7;0;21
2523;303;998;655;2011;6.7;0;21
4987;303;998;655;2011;6.7;0;21
5114;303;998;655;2011;6.7;0;21
2523;303;998;656;2011;6.7;0;21
4987;303;998;656;2011;6.7;0;21
5114;303;998;656;2011;6.7;0;21
2523;303;998;657;2011;6.7;0;21
4987;303;998;657;2011;6.7;0;21
5114;303;998;657;2011;6.7;0;21
2523;303;998;658;2011;6.7;0;21
4987;303;998;658;2011;6.7;0;21
5114;303;998;658;2011;6.7;0;21
2523;303;998;659;2011;6.7;0;21
4987;303;998;659;2011;6.7;0;21
5114;303;998;659;2011;6.7;0;21
2523;303;998;660;2011;6.7;0;21
4987;303;998;660;2011;6.7;0;21
5114;303;998;660;2011;6.7;0;21
2523;303;998;661;2011;6.7;0;21
4987;303;998;661;2011;6.7;0;21
5114;303;998;661;2011;6.7;0;21
2523;303;998;662;2011;6.7;0;21
4987;303;998;662;2011;6.7;0;21
5114;303;998;662;2011;6.7;0;21
2523;303;998;663;2011;6.7;0;21
4987;303;998;663;2011;6.7;0;21
5114;303;998;663;2011;6.7;0;21
2523;303;998;664;2011;6.7;0;21
4987;303;998;664;2011;6.7;0;21
5114;303;998;664;2011;6.7;0;21
2523;303;998;665;2011;6.7;0;21
4987;303;998;665;2011;6.7;0;21
5114;303;998;665;2011;6.7;0;21
2523;303;998;666;2011;6.7;0;21
4987;303;998;666;2011;6.7;0;21
5114;303;998;666;2011;6.7;0;21
2523;303;998;667;2011;6.7;0;21
4987;303;998;667;2011;6.7;0;21
5114;303;998;667;2011;6.7;0;21
2523;303;998;668;2011;6.7;0;21
4987;303;998;668;2011;6.7;0;21
5114;303;998;668;2011;6.7;0;21
2523;303;998;669;2011;6.7;0;21
4987;303;998;669;2011;6.7;0;21
5114;303;998;669;2011;6.7;0;21
2523;303;998;670;2011;6.7;0;21
4987;303;998;670;2011;6.7;0;21
5114;303;998;670;2011;6.7;0;21
2523;303;998;671;2011;6.7;0;21
4987;303;998;671;2011;6.7;0;21
5114;303;998;671;2011;6.7;0;21
2523;303;998;672;2011;6.7;0;21
4987;303;998;672;2011;6.7;0;21
5114;303;998;672;2011;6.7;0;21
2523;303;998;673;2011;6.7;0;21
4987;303;998;673;2011;6.7;0;21
5114;303;998;673;2011;6.7;0;21
2523;303;998;674;2011;6.7;0;21
4987;303;998;674;2011;6.7;0;21
5114;303;998;674;2011;6.7;0;21
2523;303;998;675;2011;6.7;0;21
4987;303;998;675;2011;6.7;0;21
5114;303;998;675;2011;6.7;0;21
2523;303;998;676;2011;6.7;0;21
4987;303;998;676;2011;6.7;0;21
5114;303;998;676;2011;6.7;0;21
2523;303;998;677;2011;6.7;0;21
4987;303;998;677;2011;6.7;0;21
5114;303;998;677;2011;6.7;0;21
2523;303;998;678;2011;6.7;0;21
