PLA_TYPE;Date;Country;PLA_ID
Lockheed C-5A Galaxy                    ;04/04/1975;South Vietnam;1877
Lockheed C-60 Lodestar                  ;01/14/1947;Mexico;1878
Lockheed C-69 Constellation             ;05/12/1959;West Virginia;1879
Lockheed C121J                          ;05/22/1962;West Germany;1880
Lockheed C130-B Hercules                ;06/30/2015;Indonesia;1881
Lockheed C130B                          ;10/08/1967;South Vietnam;1882
Lockheed C130D                          ;08/14/1986;Honduras;1883
Lockheed CC-130E                        ;10/30/1991;Ellesmere Island;1884
Lockheed EC-121H                        ;11/11/1966;Massachusetts;1885
Lockheed EC-121M                        ;04/15/1969;North Korea;1886
Lockheed EC-121P                        ;03/16/1970;South Vietnam;1887
Lockheed EC-130E Hercules               ;04/24/1980;Iran;1888
Lockheed EC-130Q                        ;06/21/1977;;1889
Lockheed HC-130H Hercules               ;05/02/2018;Georgia;1890
Lockheed HC-130P Hercules               ;04/02/1986;New Mexico;1891
Lockheed Hercules C-130                 ;09/14/1980;Zaire;1892
Lockheed Hercules C.1                   ;01/30/2005;Iraq;1893
Lockheed Hercules KC-130R               ;01/09/2002;Pakistan;1894
Lockheed Hercules MC-130H               ;03/31/2005;Albania;1895
Lockheed Hudson                         ;01/20/1942;Indonesia;1896
Lockheed Hudson A16-97                  ;08/13/1940;Australia;1897
Lockheed Hudson IIIA                    ;04/18/1948;;1898
Lockheed Hudson VI                      ;06/16/1943;Sudan;1899
Lockheed KC-130F                        ;08/24/1965;;1900
Lockheed KC-130T Hercules               ;07/10/2017;Mississipi;1901
Lockheed L 1049G Super Constillation    ;01/11/1959;Brazil;1902
Lockheed L- 749A Constellation          ;08/03/1953;Turkey;1903
Lockheed L-049 Constellation            ;07/11/1946;Pennsylvania;1904
Lockheed L-049-46 Constellation         ;04/15/1948;Ireland;1905
Lockheed L-049-46-26 Constellation      ;11/18/1947;Delaware;1906
Lockheed L-100 Hercules                 ;12/24/1968;Alaska;1907
Lockheed L-100-20 Hercules              ;10/10/1970;New Jersey;1908
Lockheed L-100-30 Hercules              ;05/23/1974;Illinois;1909
Lockheed L-1011                         ;05/05/1983;FL - Nassau;1910
Lockheed L-1011 TriStar 1               ;12/29/1972;Florida;1911
Lockheed L-1011-1 TriStar               ;08/02/1985;Texas;1912
Lockheed L-1011-100                     ;05/03/1986;Sri Lanka;1913
Lockheed L-1011-200                     ;12/23/1980;Qatar;1914
Lockheed L-1049H Super Constellation    ;09/09/1958;Japan;1915
Lockheed L-1649A Starliner              ;12/18/1966;Colombia;1916
Lockheed L-18-56 Lodestar               ;11/26/1943;New Guinea;1917
Lockheed L-188A Electra                 ;08/27/1973;Colombia;1918
Lockheed L-188AF Electra                ;07/10/1975;Colombia;1919
Lockheed L-188C Electra                 ;06/12/1961;Egypt;1920
Lockheed L-188CF Electra                ;11/18/1979;Utah;1921
Lockheed L-382B Hercules                ;06/10/1991;Angola;1922
Lockheed L-414 Hudson                   ;07/03/1957;Quebec;1923
Lockheed L-649 Constellation            ;02/07/1948;Florida;1924
Lockheed L-749 / Cessna 140             ;01/30/1949;New York;1925
Lockheed L-749-79-33 Constellation      ;07/12/1949;India;1926
Lockheed L-749A Constellation           ;11/11/1961;;1927
Lockheed L-749A-79 Constellation        ;10/02/1964;Ethiopia;1928
Lockheed L188A Electra                  ;05/03/1968;Texas;1929
Lockheed Martin L-100-10                ;04/30/1968;West Pakistan;1930
Lockheed Martin L-100-30 Hercules       ;12/26/1998;Angola;1931
Lockheed MC-130E-Y                      ;02/26/1981;;1932
Lockheed MC-130H Hercules               ;06/12/2002;Afghanistan;1933
Lockheed Orion                          ;06/23/1934;California;1934
Lockheed Orion 9                        ;11/05/1931;New Jersey;1935
Lockheed Orion 9D                       ;12/22/1934;Tennessee;1936
Lockheed Orion 9E Explorer float plane  ;08/15/1935;near Point Barrow;1937
Lockheed P-3A                           ;11/17/1964;Newfoundland;1938
Lockheed P-3A Orion                     ;01/30/1963;Maryland;1939
Lockheed P-3B Orion                     ;12/11/1977;Canary Islands;1940
Lockheed P-3C / Convair CV-990-30A-5    ;04/12/1973;California;1941
Lockheed P-3C / Lockheed P-3C           ;03/21/1991;California;1942
Lockheed P2V-7                          ;09/03/1962;Japan;1943
Lockheed R7V-1                          ;10/30/1954;Maryland;1944
Lockheed Super Constellation            ;04/20/1957;Iraq;1945
Lockheed Vega                           ;09/02/1929;California;1946
Lockheed Vega 2                         ;06/11/1931;Ohio;1947
Lockheed Vega 5                         ;11/04/1929;Mexico;1948
Lockheed Vega 5B                        ;05/05/1938;Mexico;1949
Lockheed Vega 5C                        ;12/08/1934;Missouri;1950
Lockheed WV-2                           ;12/23/1957;Hawaii;1951
Lockheed WV-2 Super Constellation       ;10/18/1958;Placentia Bay;1952
Loening C-2C                            ;10/31/1929;Washington;1953
Loening C-W Air Yaht                    ;12/09/1930;China;1954
LVG C VI                                ;07/04/1922;Germany;1955
M28 Skytruck                            ;12/03/2016;Indonesia;1956
Macchi C-94                             ;08/18/1938;Italy;1957
Macchi C.100                            ;07/30/1941;Italy;1958
Martin 202                              ;08/29/1948;Minnesota;1959
Martin 202A / DC-3                      ;01/12/1955;Covington;1960
Martin 404                              ;02/19/1955;New Mexico;1961
Martin M-130 (flying boat)              ;07/29/1938;;1962
Martin Mariner                          ;11/09/1958;;1963
Martin PBM-3S  / Martin PBM-5           ;11/08/1945;Texas;1964
Mc Donnell Dougals DC-9                 ;02/22/1974;Maryland;1965
Mc Donnell Douglas 369FF Rotocraft      ;03/11/2007;Kauai;1966
Mc Donnell Douglas MD-81                ;12/27/1991;Sweden;1967
Mc Donnell Douglas MD-83                ;07/24/2014;Mali;1968
McDonnel F-4E Phantom II                ;05/08/1984;Egypt;1969
McDonnell DC-9-32                       ;12/10/2005;Nigeria;1970
McDonnell Douglas 369D                  ;06/15/2003;Hawaii;1971
McDonnell Douglas C-17A Globemaster III ;07/28/2010;Alaska;1972
McDonnell Douglas DC-10-10              ;11/03/1973; New Mexico;1973
McDonnell Douglas DC-10-30              ;11/28/1979;Ross Ice Shelf;1974
McDonnell Douglas DC-10-30CF            ;01/23/1982; Boston;1975
McDonnell Douglas DC-8                  ;08/02/1968;Italy;1976
McDonnell Douglas DC-8 Super 61         ;07/11/1991;Saudi Arabia;1977
McDonnell Douglas DC-8 Super 62         ;06/07/1989;Surinam;1978
McDonnell Douglas DC-8 Super 63PF       ;12/12/1985;Newfoundland;1979
McDonnell Douglas DC-8-12               ;07/11/1961;Colorado;1980
McDonnell Douglas DC-8-21               ;01/19/1961;New York (Idlewild);1981
McDonnell Douglas DC-8-33               ;08/20/1962;Brazil;1982
McDonnell Douglas DC-8-43               ;07/07/1962;Maharashtra;1983
McDonnell Douglas DC-8-51               ;03/30/1967;Louisiana;1984
McDonnell Douglas DC-8-52               ;07/06/1972;Canary Islands;1985
McDonnell Douglas DC-8-53               ;05/30/1961;Portugal;1986
McDonnell Douglas DC-8-54F37            ;01/11/1983;Michigan;1987
McDonnell Douglas DC-8-55F              ;12/04/1974;Sri Lanka;1988
McDonnell Douglas DC-8-61               ;12/28/1978;Oregon;1989
McDonnell Douglas DC-8-61F              ;08/07/1997;Florida;1990
McDonnell Douglas DC-8-62               ;11/22/1968;California;1991
McDonnell Douglas DC-8-62H              ;09/27/1977; Malaysia;1992
McDonnell Douglas DC-8-63               ;07/05/1970;Canada;1993
McDonnell Douglas DC-8-63AF             ;07/27/1970;Japan;1994
McDonnell Douglas DC-8-63CF             ;09/08/1970;New York;1995
McDonnell Douglas DC-8-63F              ;09/08/1973;Alaska;1996
McDonnell Douglas DC-8-71F              ;02/16/2000;California;1997
McDonnell Douglas DC-8-Super 63CF       ;11/15/1978;Sri Lanka;1998
McDonnell Douglas DC-8F-54F             ;11/29/1963;Canada;1999
McDonnell Douglas DC-8F-55              ;09/18/1984;Ecuador;2000
McDonnell Douglas DC-9 and Cessna 150F  ;03/27/1968;Missouri;2001
McDonnell Douglas DC-9-14               ;10/01/1966;Oregon;2002
McDonnell Douglas DC-9-15               ;06/20/1973;Mexico;2003
McDonnell Douglas DC-9-15RC             ;02/17/1991;Ohio;2004
McDonnell Douglas DC-9-30               ;07/02/1994;North Carolina;2005
McDonnell Douglas DC-9-31               ;11/14/1970;West Virginia;2006
McDonnell Douglas DC-9-31 / F4-B        ;06/06/1971;California;2007
McDonnell Douglas DC-9-31 / Trident 3B  ;09/10/1976;Hrvatska;2008
McDonnell Douglas DC-9-32               ;03/16/1969;Zulia;2009
McDonnell Douglas DC-9-33CF             ;05/02/1970;US Virgin Islands;2010
McDonnell Douglas DC-9-33RC             ;03/18/1989;Texas;2011
McDonnell Douglas DC-9-51               ;04/15/2008;Congo;2012
McDonnell Douglas DC-9-82 / Cessna 441  ;11/22/1994;Missouri;2013
McDonnell Douglas MD-11                 ;04/06/1993;Alaska;2014
McDonnell Douglas MD-11F                ;11/28/2009;China;2015
McDonnell Douglas MD-81                 ;12/01/1981;near Ajaccio;2016
McDonnell Douglas MD-82                 ;08/16/1987;Michigan;2017
McDonnell Douglas MD-83                 ;01/31/2000;California;2018
McDonnell Douglas MD-88                 ;07/06/1996;Florida;2019
McDonnell Douglas MD-90-30              ;08/24/1999;Taiwan;2020
McDonnell-Douglas MD-82                 ;11/30/2004;Indonesia;2021
MD DC-8-11 / Lockheed  1049 S Const     ;12/16/1960;New York;2022
MD Douglas DC-9-15 / Beechcraft Baron-55;03/09/1967;Ohio;2023
MD Douglas DC-9-31/Piper Cherokee PA-28 ;09/09/1969;Indiana;2024
MD Douglas DC-9-32 / Piper PA-28-181    ;08/31/1986;California;2025
MD Douglas DC-9-32/Convair CV-990A      ;03/05/1973;France;2026
MD-87 / Cessna 525A Citation II         ;10/08/2001;Italy;2027
Messerschmitt M-20                      ;04/14/1931;Germany;2028
Messerschmitt M-20B                     ;10/06/1930;Germany;2029
MH-47 Chinook helicopter                ;02/22/2002;Philippines;2030
MI 172 V5 helicopter                    ;06/25/2013;near Kedarnath;2031
Mi 17V-5                                ;08/27/2010;Venezuela;2032
Mi 8                                    ;04/27/2007;Chechnya;2033
Mi-17                                   ;06/02/2002;Angola;2034
Mi-17 Helicopter                        ;01/12/2008;Macedonia;2035
Mi-35                                   ;05/03/2009;Venezuela;2036
Mi-6                                    ;01/03/1984;Russia;2037
Mi-8                                    ;06/03/2007;Sierra Leone;2038
Mi-8 helicopter                         ;04/28/2002;Russia;2039
Mi-8MTV-1                               ;06/28/2004;Sierra Leone;2040
MiG-15 UTI                              ;03/27/1968;Russia;2041
MiG-23                                  ;03/01/1990;India;2042
Mil Mi 8T (helicopter)                  ;12/14/1992;Georgia;2043
Mil Mi-17                               ;03/09/1996;Peru;2044
Mil Mi-17 ( helicopter)                 ;09/21/1989;Afghanistan;2045
Mil Mi-17 (helicopter)                  ;10/30/1986;Nicaragua;2046
Mil Mi-171                              ;07/07/2014;Vietnam;2047
Mil Mi-172                              ;04/19/2011;India;2048
Mil Mi-18 Helicopter                    ;04/07/2001;Vietnam;2049
Mil Mi-26                               ;08/19/2002;Chechnya;2050
Mil Mi-4 / Mil Mi-4                     ;11/23/1989;;2051
Mil Mi-8                                ;02/10/1993;Afghanistan;2052
Mil Mi-8 (helicopter)                   ;12/09/1982;Nicaragua;2053
Mil Mi-8 / Mil Mi-8                     ;07/23/1989;Afghanistan;2054
Mil Mi-8MTV (helicopter)                ;10/26/1994;Angola;2055
Mil Mi-8MTV-1                           ;10/04/1995;Kirghizia;2056
Mil Mi-8T                               ;11/19/1990;Turkmenistan;2057
Mil MI-8T                               ;11/24/2015;Russia;2058
Mil Mi-8T (helicopter)                  ;03/12/1996;Turkmenistan;2059
Mil- Mi-17B-5                           ;11/09/2013;Malinau district;2060
Military - U.S. Air Force               ;09/20/1989;Alaska;2061
Mitsubishi MC-20                        ;06/21/1941;;2062
Mitsubishi MU 2B 35                     ;07/01/2003;Para;2063
Mitsubishi MU-2B                        ;12/26/1975;Colorado;2064
Mitsubishi MU-2B 60 Marquise            ;03/29/2016;Quebec;2065
Mitsubishi MU-2B-60                     ;04/19/1993;Iowa;2066
Nakajima A-T2                           ;12/08/1938;Okinawa;2067
NAMC YS-11A-202                         ;10/21/1972;Greece;2068
NAMC YS-11A-211                         ;04/12/1972;Brazil;2069
NAMC YS-11A-219                         ;08/12/1970;Taiwan;2070
NAMC YS-11A-227                         ;07/03/1971;Japan;2071
NAMC YS-11A-300F                        ;03/15/1989;Indiana;2072
NAMC YS-11A-500                         ;11/23/1976;Greece;2073
NAMC-YS-11-111                          ;11/13/1966;Japan;2074
Noorduyn Norseman                       ;06/12/1959;Ontario;2075
Nord 2501 Noratlas                      ;03/29/1959;Central African Republic;2076
Nord 262                                ;02/12/1979;West Virginia;2077
Nord 262A-34                            ;01/21/1971;France;2078
Nord 262A-44                            ;01/24/1979;Algeria;2079
Nord 262C-66                            ;01/27/1990;Congo;2080
Nord 262E                               ;12/31/1970;Algeria;2081
Norman BN-2A-6                          ;08/15/1973;Haiti;2082
North American B-25D bomber             ;07/28/1945;New York;2083
North American CT-39A Sabreline         ;07/05/2007;Mexico;2084
North American F-100D-25NA              ;06/30/1959;Ryukyu Island;2085
North American P-51D-15-NA Mustang      ;09/16/2011;Nevada;2086
Northrop Alpha 3                        ;03/21/1932;Ohio;2087
Northrop Delta                          ;11/10/1933;New Mexico;2088
Northrop F-5A                           ;09/22/1981;Turkey;2089
NULL                                    ;04/08/1922;China;2090
OFM F-VIIb/3m                           ;04/15/1936;Italy;2091
PA-34-200 Seneca I                      ;08/18/2012;Philippines;2092
PAC 750XL                               ;02/26/2016;Nepal;2093
Pacific Aerospace                       ;08/12/2015;Indonesia;2094
PBY Catalina                            ;06/17/1948;China;2095
PBY4-2 Privateer / PB4Y-2 Privateer     ;05/10/1946;Florida;2096
Piaggio PD-808                          ;06/18/1968;Spain;2097
Pilatus Britten Norman BN-2A-27 Islander;04/25/2007;Guyana;2098
Pilatus Britten-Norman BN-2A-21 Islander;10/16/2004;Philippines;2099
Pilatus Britten-Norman BN-2B-27 Islander;05/23/1994;Colombia;2100
Pilatus PC-12/45                        ;03/22/2009;Montana;2101
Pilatus PC-12/47                        ;02/08/2011;South Africa;2102
Pilatus PC-6 Turbo Porter               ;04/19/1989;Colombia;2103
Pilatus PC-6 Turbo Porter / Cessna 206  ;08/29/1997;Venezuela;2104
Pilatus PC-6/B2-H2 Turbo-Porter         ;11/19/1981;Nepal;2105
Pilatus Pc-6C                           ;08/19/1969;Laos;2106
Pilatus PC6CH2                          ;04/24/1972;Laos;2107
Pilatus-Britten Norman BN-2A-27 Islander;09/29/2004;Puerto Rico;2108
Pilatus-Britten Norman BN-2B-26 Islander;03/15/2005;United Kingdom;2109
Pilatus-Britten Norman BN-2B-27 Islander;04/16/2019;Chile;2110
Pilgrim 100B                            ;04/06/1944;Alaska;2111
Piper Aerostar 601 / Bell 412SP         ;04/04/1991;Pennsylvania;2112
Piper Navajo PA-31/ Piper Seminole PA-44;08/09/2000;New Jersey;2113
Piper PA-23                             ;03/20/1964;North Carolina;2114
Piper PA-23-250 Aztec                   ;11/29/1975;England;2115
Piper PA-24-250 Comanche                ;03/05/1963;Tennesee;2116
Piper PA-28-180                         ;03/21/1980;Texas;2117
Piper PA-31                             ;08/19/1971;Maine;2118
Piper PA-31-310 Navajo                  ;05/29/1995;Senegal;2119
Piper PA-31-325 Navajo                  ;09/03/1990;Alaska;2120
Piper PA-31-350 Chieftain               ;08/30/1978;Nevada;2121
Piper PA-31-350 Navajo                  ;12/24/1977;Curacao;2122
Piper PA-31-350 Navajo Chieftain        ;06/06/2003;New Zealand;2123
Piper PA-32                             ;03/26/1970;Arizona;2124
Piper PA-32-R301 Saratoga II HP         ;07/16/1999;Massachusetts;2125
Piper PA-42 Cheyenne                    ;12/05/1980;Tanzania;2126
Piper PA31-310                          ;09/27/2003;Quebec;2127
Pitcairn PA-6 Mailwing                  ;09/17/1929;Connecticut;2128
Pitcairns PA-6                          ;06/04/1933;Virginia;2129
Potez 29                                ;07/16/1922;Lorraine;2130
Potez 621                               ;12/08/1937;France;2131
Potez IX                                ;09/06/1921;France;2132
PZL-Mielec AN-2R                        ;05/18/2004;Kazakhstan;2133
PZL-Mielec M28                          ;12/10/2004;Venezuela;2134
R4D-5                                   ;07/23/1944;Papua New Guinea;2135
Reims Aviation 406                      ;08/17/2003;Alaska;2136
Robertson R44 helicopter                ;11/08/2003;Australia;2137
Rochrbach Roland                        ;03/07/1935;Germany;2138
Rockwell 500S Shrike Commander          ;03/14/2007;Brazil;2139
Rockwell CT-39A Sabreliner              ;09/09/2004;Mexico;2140
Rockwell Gulfstream Jetprop 840         ;05/02/2004;Mexico;2141
Rockwell International 690B             ;12/03/2008;Puerto Rico;2142
Rockwell Sabreliner 60                  ;07/16/1998;Argentina;2143
Rockwell Sabreliner 65                  ;05/10/2000;Hawaii;2144
Rohrbach Roland                         ;04/19/1928;Spain;2145
Royal Airship Works R-101               ;10/05/1930;France;2146
Royal Airship Works ZR-2 (airship)      ;08/24/1921;England;2147
Rutan Long EZ (experimental aircraft)   ;10/12/1997;near Pacific Grove;2148
Ryan M-1                                ;12/16/1926;Oregon;2149
Saab 340A                               ;05/18/2011;Argentina;2150
Saab 340B                               ;04/04/1994;Netherlands;2151
Saab Scandia                            ;12/30/1958;Brazil;2152
Saab Scandia / Cessna 310               ;11/26/1962;Brazil;2153
Saab Scandia 90A-1                      ;09/23/1959;Brazil;2154
Saab340B                                ;03/18/1998;Taiwan;2155
Sabca F-VII                             ;09/11/1930;England;2156
Sabca S-73                              ;01/26/1937;Algeria;2157
Salmson 2-A-2                           ;10/02/1920;France;2158
Saro A-19 Cloud                         ;07/31/1936;Jersey;2159
Savbia-Marchetti  S-73P                 ;10/10/1938;Germany;2160
Savoia Marchetti S-66                   ;07/14/1938;Italy;2161
Savoia Marchetti S55                    ;11/20/1929;East Sardinia;2162
Savoia Marchetti SM 73                  ;03/16/1940;Italy;2163
Savoia Marchetti SM-95                  ;01/17/1951;Italy;2164
Savoia-Marchetti S-66                   ;08/07/1935;Egypt;2165
Savoia-Marchetti SM-75                  ;02/10/1940;Italy;2166
Savoia-Marchetti SM-83                  ;01/10/1941;;2167
Savoia-Marchetti SM-95                  ;02/15/1947;Italy;2168
Savoia-Marchetti SM.75                  ;12/24/1940;Italy;2169
Savoia-Marchetti SM73                   ;12/10/1935;England;2170
Savoia-Marchetti SM83                   ;12/24/1939;Morocco;2171
Schutte-Lanz S-L-10 (airship)           ;07/28/1916;Bulgeria;2172
Schutte-Lanz S-L-9 (airship)            ;03/30/1917;;2173
Sepecat Jaguar A                        ;03/27/1986;Central African Republic;2174
Shaanxi Y-8D                            ;07/05/1992;Sri Lanka;2175
Shaanxi Y-8F-200W                       ;06/07/2017;Myanmar;2176
Shaanxi Y-8GX-3                         ;01/29/2018;Suiyang County;2177
Shaanxi Yunshuji Y-8/Yunshuji Y-8       ;01/04/2001;China;2178
Shin Meiwa PS-1                         ;04/26/1983;Japan;2179
Short  S-23 (flying boat)               ;03/24/1937;France;2180
Short  S-29 Stirling V                  ;12/23/1947;China;2181
Short 360                               ;03/03/2001;Georgia;2182
Short Calcutta (flying boat)            ;10/26/1929;Italy;2183
Short Empire flying boat                ;10/01/1937;Greece;2184
Short Empire Flying Boat                ;12/05/1937;Italy;2185
Short S-17 Kent                         ;11/09/1935;Italy;2186
Short S-23                              ;04/22/1943;New Guinea;2187
Short S-23 (flying boat)                ;12/05/1937;Italy;2188
Short S-23 Empire Flying Boat           ;05/01/1939;Mozambique;2189
Short S-25 Sunderland 3 (flying boat)   ;07/28/1943;Ireland;2190
Short S-26 (flying boat)                ;01/09/1943;Marine Base;2191
Short S-30 (flying boat)                ;09/24/1942;;2192
Short S-8 Calcutta flying boat          ;12/31/1935;Egypt;2193
Short S.23 Empire Flying Boat           ;10/11/1944;Australia;2194
Short S23 ‘C’ Class flying boat         ;12/12/1938;Australia;2195
Short Sandringham (flying boat)         ;08/28/1947;Norway;2196
Short Sandringham 2 (flying boat)       ;07/29/1948;Argentina;2197
Short Sandringham 5 (flying boat)       ;08/23/1947;Persian Gulf;2198
Short Sandringham 6 (flying boat)       ;10/02/1948;Norway;2199
Short SC7- Skyvan                       ;12/30/1985;Nepal;2200
Short Solent 3 (flying boat)            ;11/15/1957;England;2201
Short Stirling                          ;11/11/1945;Libya;2202
Short Stirling IV                       ;10/07/1945;France;2203
Short Sunderland                        ;08/23/1942;Scotland;2204
Short Sunderland 3                      ;11/05/1943;;2205
Short Sunderland 9 (flying boat)        ;01/28/1951;Taiwan;2206
Shorts 300-200                          ;05/05/2017;West Virginia;2207
Shorts 330-200                          ;10/28/1983;Pennsylvania;2208
Shorts 360                              ;08/21/2004;Venezuela;2209
Shorts 360-100                          ;02/27/2001;Scotland;2210
Shorts 360-100 /Shorts 360-300          ;02/05/2006;Wisconson;2211
Shorts 360-300                          ;12/13/1987;Philippines;2212
Shorts SC-7 Skyvan                      ;09/01/1995;Alaska;2213
Shorts SC-7 Skyvan 3-100                ;11/06/1987;Malawi;2214
Shorts SC-7 Skyvan 3-200                ;08/25/1977;Hawaii;2215
Shorts SC-7 Skyvan 3-300                ;09/01/1972;Papua;2216
Shorts SC-7 Skyvan 3A-200               ;07/13/1992;Alaska;2217
Shorts SC-7 Skyvan 3M Variant 100       ;11/08/2003;Guyana;2218
Shorts SC.7 Skyvan 3-100                ;10/08/2000;Northwest Territories;2219
Siebel Si-204                           ;08/21/1942;;2220
Sikorksky CH-53 (helicopter)            ;10/21/1977;Philippines;2221
Sikorsky  S 76 A                        ;07/05/2003;Rio de Janeiro;2222
Sikorsky CH-53A (helicopter)            ;01/08/1968;South Vietnam;2223
Sikorsky CH-53C (helicopter)            ;05/13/1975;Thailand;2224
Sikorsky CH-53D                         ;03/24/1984;South Korea;2225
Sikorsky CH-53D (helicopter)            ;07/11/1972;South Vietnam;2226
Sikorsky CH53D / Sikorsky CH53D         ;02/04/1997;;2227
Sikorsky S 76                           ;07/22/2004;Rio de Janeiro ;2228
Sikorsky S-25                           ;09/26/1926;New York;2229
Sikorsky S-38 Flying Boat               ;03/10/1934;Colombia;2230
Sikorsky S-38B                          ;08/10/1934;China;2231
Sikorsky S-38B (flying boat)            ;06/11/1933;Illinois;2232
Sikorsky S-38BB                         ;04/10/1934;China;2233
Sikorsky S-42 (flying boat)             ;01/11/1938;U.S. Samoa;2234
Sikorsky S-42A float plane              ;04/11/1936;Trinidad;2235
Sikorsky S-42B (flying boat)            ;10/03/1941;Puerto Rico;2236
Sikorsky S-43                           ;08/03/1937;Panama;2237
Sikorsky S-43 (flying boat)             ;08/03/1945;Martinique;2238
Sikorsky S-43B (flying boat)            ;01/03/1947;Brazil;2239
Sikorsky S-58C helicopter               ;07/27/1960;Illinois;2240
Sikorsky S-58ET                         ;07/26/1994;Indonesia;2241
Sikorsky S-58ET (helilcopter)           ;03/12/1990;Sierre Leone;2242
Sikorsky S-58T                          ;07/27/1989;South Korea;2243
Sikorsky S-61L helicopter               ;05/22/1968;California;2244
Sikorsky S-61N                          ;06/26/1978;Norway;2245
Sikorsky S-61N-II                       ;07/16/1983;UK;2246
Sikorsky S-62A                          ;02/21/1980;Louisiana;2247
Sikorsky S-70 / Sikorsky S-70           ;06/12/1996;Queensland  Australia;2248
Sikorsky S-70A-28                       ;03/16/2012;Afghanistan;2249
Sikorsky S-76                           ;03/21/1980;Brazil;2250
Sikorsky S-76A                          ;07/16/2002;Norfork;2251
Sikorsky S-76B helicopter               ;07/05/2001;South Korea;2252
Sikorsky S-76C                          ;08/10/2005;Estonia;2253
Sikorsky S-76C++                        ;01/04/2009;;2254
Sikorsky S-92A                          ;03/12/2009;Newfoundland;2255
Sikorsky S43 (flying boat)              ;08/13/1939;Brazil;2256
Sikorsky S61-L                          ;04/18/1979;New Jersey;2257
Sikorsky S61L                           ;05/16/1977;New York;2258
Sikorsky UH-60 / Sikorsky UH-60         ;04/14/1994;;2259
Sikorsky UH-60 Black Hawk               ;09/21/2010;Zabul Province;2260
Sikorsky UH-60A / Sikorsky UH-60A       ;03/08/1988;Tennessee;2261
Sikorsky UH-60L Black Hawk              ;01/20/2007;Iraq;2262
Sikorsly S-58ET                         ;06/06/2012;Mount Mamarosa;2263
Sirkorsky 44A (flying boat)             ;10/03/1942;Newfoundland;2264
Sirkorsky S-43 (flying boat)            ;06/02/1937;Sudan;2265
SNCASE Languedoc                        ;12/23/1951;Iran;2266
SNCASE SE.2010 Armagnac                 ;01/29/1957;France;2267
SNIAS SA330J                            ;12/08/1977;Louisiana;2268
Socata TB1-10 Tobago                    ;06/28/2017;South Australia;2269
Soloy 12EJ3                             ;09/09/1978;Alaska;2270
Spad 33                                 ;09/07/1925;France;2271
Spartan Cruiser                         ;07/15/1936;Croatia;2272
SPCA Meteore 63                         ;05/02/1927;Algeria;2273
Stearman 4                              ;01/20/1933;Georgia;2274
Stearman C-38                           ;01/18/1929;Oregon;2275
Stearman C-3MB                          ;02/02/1932;Michigan;2276
Stearman M-2 Speedmail                  ;11/30/1929;Washington;2277
Stinson                                 ;11/24/1931;China;2278
Stinson  SM-6000B                       ;08/31/1934;Missouri;2279
Stinson AT-19                           ;10/02/1956;Alaska;2280
Stinson Model A                         ;08/14/1935;Texas;2281
Stinson Reliant SR-9                    ;01/12/1938;Ontario;2282
Stinson SM 6000B                        ;09/05/1936;Pennsylvania;2283
Stinson SM-2A                           ;01/21/1932;Ilinois;2284
Stinson SM-6000-B                       ;11/15/1934;Montana;2285
Stinson SM-6000B                        ;01/29/1932;California;2286
Stinson SM6000B Tri-motor               ;05/28/1935;Illinois;2287
Stinson SR-7 Reliant                    ;08/27/1937;Papua New Guinea;2288
Sud Aviation Caravelle 1                ;01/19/1960;Turkey;2289
Sud Aviation Caravelle 10R              ;11/04/1967;Sussex;2290
Sud Aviation Caravelle 3                ;04/17/1964;Saudi Arabia;2291
Sud Aviation SE 210 Caravelle III       ;08/28/1976;Vietnam;2292
Sud Aviation SE-210 Caravelle           ;09/04/1966;Indian;2293
Sud Aviation SE-210 Caravelle 10R       ;01/31/2001;Colombia;2294
Sud Aviation SE-210 Caravelle 6N        ;07/26/1969;Algeria;2295
Sud Aviation SE-210 Caravelle III       ;06/30/1967;Hong Kong;2296
Sud Aviation SE-210 Caravelle VIN       ;02/15/1966;India;2297
Sud Aviation SE-210 Caravelle VIR       ;04/29/1983;Ecuador;2298
Sud-Aviation  Caravelle VI-N            ;01/18/1986;Guatemala;2299
Sud-Aviation Caravelle 10-R             ;08/13/1973;Spain;2300
Sud-Aviation Caravelle 3                ;09/11/1968;France;2301
Sud-Aviation Caravelle III              ;09/12/1961;Morocco;2302
Sud-Aviation Caravelle VI-N             ;12/22/1973;Morocco;2303
Sud-Aviation Caravelle VI-R             ;01/07/1972;Spain;2304
Sud-Aviation SE210 Caravelle            ;07/20/1972;Greece;2305
Sukhoi Su-27                            ;07/27/2002;Ukraine;2306
Sukhoi Superjet 100-95                  ;05/09/2012;Indonesia;2307
Sukhoi Superjet-100-95B                 ;05/05/2019;Russia;2308
Super Zeppelin (airship)                ;11/21/1916;Germany;2309
Supermarine Stranraer (flying boat)     ;08/31/1946;British Columbia;2310
Swallow Swallow                         ;04/15/1927;Idaho;2311
Swear. SA-227CC Metro 23/Piper Navajo   ;05/01/1995;Ontario;2312
Swearingen 226TC Metro II               ;06/12/1980;Nebraska;2313
Swearingen SA-226AT Merlin IV           ;10/10/2001;Spain;2314
Swearingen SA-226T Metro II             ;12/13/1997;Bolivia;2315
Swearingen SA-226TC / Mooney M-20C      ;01/15/1987;Utah;2316
Swearingen SA-226TC Metro II            ;11/18/1988;France;2317
Swearingen SA-226TC Metroliner II       ;06/18/1998;Canada;2318
